,name,min_value,restaurant,max_value,mean_value
189,Half Napa Almond Chicken Salad Sandwich,340,panera-bread,340,340.0
190,Half Roasted Turkey & Avocado BLT on Sourdough,260,panera-bread,260,260.0
191,Heritage Ham & Swiss Sandwich,300,panera-bread,600,450.0
192,Mediterranean Veggie Sandwich,220,panera-bread,470,345.0
193,Modern Caprese Sandwich,380,panera-bread,760,570.0
194,"Roasted Turkey, Apple & Cheddar Sandwich",350,panera-bread,710,530.0
195,Steak & Arugula Sandwich on Sourdough,250,panera-bread,500,375.0
196,Steak & White Cheddar Panini,490,panera-bread,980,735.0
197,Toasted Tuscan Grilled Chicken,460,panera-bread,910,685.0
198,Tuna Salad Sandwich,320,panera-bread,640,480.0
199,Turkey Sandwich,270,panera-bread,540,405.0
200,Apple,80,panera-bread,80,80.0
201,French Baguette Side,180,panera-bread,180,180.0
202,Panera Baked Crisps,130,panera-bread,130,130.0
203,Panera potato chips,150,panera-bread,150,150.0
204,Pickle spear,5,panera-bread,5,5.0
205,Soft Dinner Roll,190,panera-bread,190,190.0
206,Sprouted Whole Grain Roll,170,panera-bread,170,170.0
207,Baja Grain Bowl,680,panera-bread,740,710.0
208,Baked Potato Soup,220,panera-bread,890,555.0
209,Bistro French Onion Soup,230,panera-bread,900,565.0
210,Broccoli Cheddar Soup,230,panera-bread,900,565.0
211,Chicken Noodle Soup,110,panera-bread,780,445.0
212,Cream of Chicken & Wild Rice Soup,180,panera-bread,840,510.0
213,Creamy Tomato Soup,230,panera-bread,900,565.0
214,Mediterranean Grain Bowl,590,panera-bread,650,620.0
215,New England Clam Chowder,370,panera-bread,1040,705.0
216,Ten Vegetable Soup,60,panera-bread,730,395.0
217,Vegetarian Autumn Squash Soup,230,panera-bread,890,560.0
0,BBQ Chicken Bacon Pizza,230,papa-johns,370,300.0
1,Cheese Pizza,180,papa-johns,300,240.0
2,Double Bacon 6 Cheese Pizza,240,papa-johns,370,305.0
3,Garden Fresh Pizza,140,papa-johns,300,220.0
4,Grilled Chicken Margherita Pizza,220,papa-johns,330,275.0
5,Hawaiian BBQ Chicken Pizza,240,papa-johns,370,305.0
6,John's Favorite Pizza,270,papa-johns,430,350.0
7,Pepperoni Pizza,210,papa-johns,340,275.0
8,Spicy Italian Pizza,240,papa-johns,400,320.0
9,Spinach Alfredo Pizza,190,papa-johns,300,245.0
10,Sweet Chili Chicken Pizza,210,papa-johns,350,280.0
11,The Meats Pizza,240,papa-johns,400,320.0
12,The Works Pizza,210,papa-johns,350,280.0
13,Tuscan Six Cheese Pizza,210,papa-johns,340,275.0
14,Apple Pie,480,papa-johns,480,480.0
15,Cinnaepie,560,papa-johns,560,560.0
16,BBQ Sauce,45,papa-johns,45,45.0
17,Blue Cheese,160,papa-johns,160,160.0
18,Buffalo Sauce,15,papa-johns,15,15.0
19,Cheese Sauce,40,papa-johns,40,40.0
20,Crushed Red Pepper,5,papa-johns,5,5.0
21,Honey Mustard,150,papa-johns,150,150.0
22,Parmesan Cheese,15,papa-johns,15,15.0
23,Pizza Sauce,20,papa-johns,20,20.0
24,Ranch Sauce,100,papa-johns,100,100.0
25,Special Garlic,150,papa-johns,150,150.0
26,Special Seasonings,5,papa-johns,5,5.0
27,Grilled BBQ Chicken & Bacon Papadia,840,papa-johns,840,840.0
28,Italian Papadia,940,papa-johns,940,940.0
29,Meatball Pepperoni Papadia,940,papa-johns,940,940.0
30,Philly Cheesesteak Papadia,810,papa-johns,810,810.0
31,BBQ Wings,190,papa-johns,190,190.0
32,Breadsticks,290,papa-johns,290,290.0
33,Cheesesticks,370,papa-johns,370,370.0
34,Chicken Poppers,100,papa-johns,100,100.0
35,Garlic Sauce (1 tablespoon),75,papa-johns,75,75.0
36,Honey Chipotle Wings,190,papa-johns,190,190.0
37,Jalapeno Popper Rolls,60,papa-johns,60,60.0
38,Parmesan Breadsticks,340,papa-johns,340,340.0
39,Spicy Buffalo Wings,170,papa-johns,170,170.0
40,BBQ Chicken Bacon Thin Crust Pizza,290,papa-johns,290,290.0
41,Cheese Thin Crust Pizza,230,papa-johns,230,230.0
42,Double Bacon 6 Cheese Thin Crust Pizza,290,papa-johns,290,290.0
43,Garden Fresh Thin Crust Pizza,220,papa-johns,220,220.0
44,Grilled Chicken Margherita Thin Crust Pizza,250,papa-johns,250,250.0
45,Hawaiian BBQ Chicken Thin Crust Pizza,290,papa-johns,290,290.0
46,John's Favorite Thin Crust Pizza,340,papa-johns,340,340.0
47,Pepperoni Thin Crust Pizza,270,papa-johns,270,270.0
48,Spicy Italian Thin Crust Pizza,320,papa-johns,320,320.0
49,Spinach Alfredo Thin Crust Pizza,220,papa-johns,220,220.0
50,Sweet Chili Chicken Thin Crust Pizza,270,papa-johns,270,270.0
51,The Meats Thin Crust Pizza,310,papa-johns,310,310.0
52,The Works Thin Crust Pizza,270,papa-johns,270,270.0
53,Tuscan Six Cheese Thin Crust Pizza,260,papa-johns,260,260.0
0,Hand-Tossed Backyard BBQ Chicken Pizza,140,pizza-hut,310,225.0
1,Hand-Tossed BBQ Bacon Cheeseburger Pizza,150,pizza-hut,340,245.0
2,Hand-Tossed Buffalo Chicken Pizza,130,pizza-hut,280,205.0
3,Hand-Tossed Cheese Pizza,130,pizza-hut,300,215.0
4,Hand-Tossed Chicken Bacon Parmesan Pizza,140,pizza-hut,310,225.0
5,Hand-Tossed Chicken Supreme Pizza,210,pizza-hut,290,250.0
6,Hand-Tossed Five Pepper Pepperoni Pizza,120,pizza-hut,280,200.0
7,Hand-Tossed Hawaiian Chicken Pizza,130,pizza-hut,280,205.0
8,Hand-Tossed Meat Lover's Pizza,300,pizza-hut,410,355.0
9,Hand-Tossed Pepperoni Lover's Pizza,270,pizza-hut,380,325.0
10,Hand-Tossed Pepperoni Pizza,230,pizza-hut,310,270.0
11,Hand-Tossed Super Supreme Pizza,270,pizza-hut,370,320.0
12,Hand-Tossed Supreme Pizza,260,pizza-hut,350,305.0
13,Hand-Tossed Ultimate Cheese Lover's Pizza,230,pizza-hut,310,270.0
14,Hand-Tossed Veggie Lover's Pizza,200,pizza-hut,270,235.0
15,Apple Pie (2 pies),330,pizza-hut,330,330.0
16,Cinnabon Mini Rolls,830,pizza-hut,830,830.0
17,Cinnamon Sticks,160,pizza-hut,160,160.0
18,HERSHEY'S® Chocolate Dunkers® (2 pieces),190,pizza-hut,190,190.0
19,HERSHEY'S® Chocolate Sauce (1.5 oz),120,pizza-hut,120,120.0
20,White Icing Dipping Cup (2 oz),170,pizza-hut,170,170.0
21,Diet Pepsi® (Large),0,pizza-hut,0,0.0
22,Diet Pepsi® (Medium),0,pizza-hut,0,0.0
23,Diet Pepsi® (Small),0,pizza-hut,0,0.0
24,Mountain Dew®,220,pizza-hut,440,330.0
25,Pepsi® (Large),400,pizza-hut,400,400.0
26,Pepsi® (Medium),280,pizza-hut,280,280.0
27,Pepsi® (Small),200,pizza-hut,200,200.0
28,Sierra Mist® (Large),400,pizza-hut,400,400.0
29,Sierra Mist® (Medium),275,pizza-hut,275,275.0
30,Sierra Mist® (Small),200,pizza-hut,200,200.0
31,Classic P'Zone,470,pizza-hut,470,470.0
32,Meaty P'Zone,550,pizza-hut,550,550.0
33,Pepperoni P'Zone,460,pizza-hut,460,460.0
34,Backyard BBQ Chicken Pan Pizza,150,pizza-hut,380,265.0
35,BBQ Bacon Cheeseburger Pan Pizza,160,pizza-hut,410,285.0
36,Buffalo Chicken Pan Pizza,140,pizza-hut,350,245.0
37,Cheese Pan Pizza,140,pizza-hut,350,245.0
38,Chicken Bacon Parmesan Pan Pizza,150,pizza-hut,370,260.0
39,Chicken Supreme Pan Pizza,230,pizza-hut,590,410.0
40,Five Pepper Pepperoni Pan Pizza,140,pizza-hut,340,240.0
41,Hawaiian Chicken Pan Pizza,140,pizza-hut,340,240.0
42,Meat Lover's Pan Pizza,320,pizza-hut,850,585.0
43,Pepperoni Lover's Pan Pizza,300,pizza-hut,730,515.0
44,Pepperoni Pan Pizza,260,pizza-hut,620,440.0
45,Super Supreme Pan Pizza,300,pizza-hut,760,530.0
46,Supreme Pan Pizza,280,pizza-hut,730,505.0
47,Ultimate Cheese Lover's Pan Pizza,260,pizza-hut,630,445.0
48,Veggie Lover's Pan Pizza,220,pizza-hut,540,380.0
49,Cheese Dinner Box Pizza,250,pizza-hut,250,250.0
50,Chicken Supreme Dinner Box Pizza,240,pizza-hut,240,240.0
51,Meat Lover's Dinner Box Pizza,330,pizza-hut,330,330.0
52,Pepperoni Dinner Box Pizza,260,pizza-hut,260,260.0
53,Pepperoni Lover's Dinner Box Pizza,300,pizza-hut,300,300.0
54,Super Supreme Dinner Box Pizza,300,pizza-hut,300,300.0
55,Supreme Dinner Box Pizza,290,pizza-hut,290,290.0
56,Ultimate Cheese Lover's Dinner Box Pizza,260,pizza-hut,260,260.0
57,Veggie Lover's Dinner Box Pizza,230,pizza-hut,230,230.0
58,Blue Cheese Dipping Sauce (1.5 oz),230,pizza-hut,230,230.0
59,Marinara Dipping Sauce (3 oz),60,pizza-hut,60,60.0
60,Ranch Dipping Sauce (1.5 oz),220,pizza-hut,220,220.0
61,Breadsticks (each),140,pizza-hut,140,140.0
62,Breadsticks with Cheese (each),170,pizza-hut,170,170.0
63,Fried Cheese Sticks (4 pieces),380,pizza-hut,380,380.0
64,Stuffed Cheez-It Pizza,210,pizza-hut,240,225.0
65,Stuffed Pizza Rollers (each),230,pizza-hut,230,230.0
66,Wedge Fries (side order),320,pizza-hut,320,320.0
67,Cheese Stuffed Crust Pizza,310,pizza-hut,310,310.0
68,Chicken Supreme Stuffed Crust Pizza,310,pizza-hut,310,310.0
69,Meat Lover's Stuffed Crust Pizza,440,pizza-hut,440,440.0
70,Pepperoni Lover's® Pizza,400,pizza-hut,400,400.0
71,Pepperoni Stuffed Crust Pizza,340,pizza-hut,340,340.0
72,Super Supreme Stuffed Crust Pizza,400,pizza-hut,400,400.0
73,Supreme Stuffed Crust Pizza,380,pizza-hut,380,380.0
74,Ultimate Cheese Lover's Stuffed Crust Pizza,340,pizza-hut,340,340.0
75,Veggie Lover's Stuffed Crust Pizza,300,pizza-hut,300,300.0
76,Thin 'n Crispy Backyard BBQ Chicken Pizza,120,pizza-hut,280,200.0
77,Thin 'n Crispy Bacon Spinach Alfredo Pizza,130,pizza-hut,280,205.0
78,Thin 'n Crispy BBQ Bacon Cheeseburger Pizza,130,pizza-hut,310,220.0
79,Thin 'n Crispy Buffalo Chicken Pizza,110,pizza-hut,250,180.0
80,Thin 'n Crispy Cheese Pizza,110,pizza-hut,250,180.0
81,Thin 'n Crispy Chicken Bacon Parmesan Pizza,130,pizza-hut,290,210.0
82,Thin 'n Crispy Chicken Pizza,110,pizza-hut,240,175.0
83,Thin 'N Crispy Chicken Supreme Pizza,190,pizza-hut,250,220.0
84,Thin 'n Crispy Five Pepper Pepperoni Pizza,110,pizza-hut,250,180.0
85,Thin 'N Crispy Meat Lover's Pizza,280,pizza-hut,390,335.0
86,Thin 'n Crispy Pepperoni Lover's Pizza,260,pizza-hut,260,260.0
87,Thin 'n Crispy Pepperoni Pizza,210,pizza-hut,210,210.0
88,Thin 'n Crispy Super Supreme Pizza,250,pizza-hut,320,285.0
89,Thin 'n Crispy Supreme Pizza,230,pizza-hut,320,275.0
90,Thin 'n Crispy Ultimate Cheese Lover'sÂ® Pizza,210,pizza-hut,280,245.0
91,Thin 'n Crispy Veggie Lover's Pizza,180,pizza-hut,240,210.0
92,Chicken Alfredo Pasta,520,pizza-hut,520,520.0
93,Meaty Marinara Pasta,450,pizza-hut,450,450.0
94,All American Wings,80,pizza-hut,80,80.0
95,Buffalo Burnin Hot Wings,110,pizza-hut,110,110.0
96,Buffalo Medium Wings,110,pizza-hut,110,110.0
97,Buffalo Mild Wings,110,pizza-hut,110,110.0
98,Garlic Parmesan Wings,180,pizza-hut,180,180.0
99,Honey BBQ Wings,140,pizza-hut,140,140.0
100,Lemon Pepper Wings,150,pizza-hut,150,150.0
101,Smoky Sriracha Bone-In Wings,100,pizza-hut,100,100.0
102,Spicy Asian Wings,130,pizza-hut,130,130.0
103,Spicy BBQ Wings,120,pizza-hut,120,120.0
104,All American Bonless Wings,150,pizza-hut,150,150.0
105,Buffalo Burnin Hot Bonless Wings,190,pizza-hut,190,190.0
106,Buffalo Medium Bonless Wings,190,pizza-hut,190,190.0
107,Buffalo Mild Bonless Wings,190,pizza-hut,190,190.0
108,Garlic Parmesan Bonless Wings,260,pizza-hut,260,260.0
109,Honey BBQ Bonless Wings,220,pizza-hut,220,220.0
110,Lemon Pepper Bonless Wings,220,pizza-hut,220,220.0
111,Smoky Sriracha Boneless Wings,90,pizza-hut,90,90.0
112,Spicy Asian Bonless Wings,210,pizza-hut,210,210.0
113,Spicy BBQ Bonless Wings,200,pizza-hut,200,200.0
0,Bonafide Mild Chicken Breast,440,popeyes,440,440.0
1,Bonafide Mild Chicken Leg,160,popeyes,160,160.0
2,Bonafide Mild Chicken Thigh,280,popeyes,280,280.0
3,Bonafide Mild Chicken Wing,210,popeyes,210,210.0
4,Bonafide Spicy Chicken Breast,420,popeyes,420,420.0
5,Bonafide Spicy Chicken Leg,170,popeyes,170,170.0
6,Bonafide Spicy Chicken Thigh,260,popeyes,260,260.0
7,Bonafide Spicy Chicken Wing,210,popeyes,210,210.0
8,Coke,230,popeyes,230,230.0
9,Diet Coke,0,popeyes,0,0.0
10,Diet Pepsi,0,popeyes,0,0.0
11,Dr Pepper,250,popeyes,250,250.0
12,Fanta Orange,300,popeyes,300,300.0
13,Fanta Strawberry,300,popeyes,300,300.0
14,Hawaiian Punch,175,popeyes,175,175.0
15,Mountain Dew,290,popeyes,290,290.0
16,Pepsi,200,popeyes,200,200.0
17,Sprite,210,popeyes,210,210.0
18,Sweet Tea,180,popeyes,180,180.0
19,Unsweetened Tea,0,popeyes,0,0.0
20,Bacon Biscuit,400,popeyes,400,400.0
21,Chicken Biscuit,490,popeyes,490,490.0
22,Coffee,0,popeyes,0,0.0
23,Egg & Sausage Biscuit,690,popeyes,690,690.0
24,Egg Biscuit,510,popeyes,510,510.0
25,Grits,370,popeyes,370,370.0
26,Hashbrowns,360,popeyes,360,360.0
27,Orange Juice,140,popeyes,140,140.0
28,Sausage & Gravy Biscuit,510,popeyes,510,510.0
29,Sausage Biscuit,540,popeyes,540,540.0
30,Chicken Blackened Tenders (3 Pcs),170,popeyes,170,170.0
31,Chicken Mild Tenders (3pcs),340,popeyes,340,340.0
32,Chicken Nuggets,150,popeyes,230,190.0
33,Chicken Spicy Tenders (3 Pcs),310,popeyes,310,310.0
34,Hot Cinnamon Apple Pie,320,popeyes,320,320.0
35,Hot Sweet Potato Pie,350,popeyes,350,350.0
36,Mardi Gras Cheesecake,310,popeyes,310,310.0
37,Mississippi Mud Pie,280,popeyes,280,280.0
38,Sliced Pecan Pie,410,popeyes,410,410.0
39,Blackened Bbq Chicken Po' Boy,340,popeyes,340,340.0
40,Chicken & Sausage Jambalaya,220,popeyes,220,220.0
41,Chicken Livers,1190,popeyes,1190,1190.0
42,Chicken Po' Boy,660,popeyes,660,660.0
43,Chicken Sandwich,699,popeyes,699,699.0
44,Loaded Chicken Wrap,310,popeyes,310,310.0
45,Spicy Chicken Sandwich,700,popeyes,700,700.0
46,Butterfly Shrimp,420,popeyes,420,420.0
47,Cajun Fish Filet,380,popeyes,380,380.0
48,Catfish Fillet,460,popeyes,460,460.0
49,Popcorn Shrimp,390,popeyes,390,390.0
50,Barbeque,45,popeyes,45,45.0
51,Blackened Ranch,120,popeyes,120,120.0
52,Cocktail,30,popeyes,30,30.0
53,Creamy Horseradish,130,popeyes,130,130.0
54,Mardi Gras Mustard,100,popeyes,100,100.0
55,Ranch,150,popeyes,150,150.0
56,Sweet Heat,70,popeyes,70,70.0
57,Tartar Sauce,140,popeyes,140,140.0
58,Baguette,90,popeyes,90,90.0
59,Biscuit,260,popeyes,260,260.0
60,Cajun Fries,260,popeyes,770,515.0
61,Cajun Rice,170,popeyes,510,340.0
62,Cheddar Cheese Tortilla,140,popeyes,140,140.0
63,Cole Slaw,220,popeyes,660,440.0
64,Corn On The Cob,190,popeyes,190,190.0
65,Green Beans,40,popeyes,120,80.0
66,Jalapenos,0,popeyes,0,0.0
67,Macaroni & Cheese,200,popeyes,600,400.0
68,Mashed Potatoes,110,popeyes,330,220.0
69,Onion Rings,280,popeyes,830,555.0
70,Red Beans & Rice,230,popeyes,690,460.0
0,Baja Chicken,410,quiznos,1190,800.0
1,Black Angus Steak,390,quiznos,1170,780.0
2,Chicken Carbonara,450,quiznos,1320,885.0
3,Chipotle Steak & Cheddar,420,quiznos,1290,855.0
4,Chipotle Turkey,400,quiznos,1230,815.0
5,Classic Italian,470,quiznos,1410,940.0
6,French Dip,400,quiznos,1140,770.0
7,Honey Bacon Club,440,quiznos,1340,890.0
8,Honey Mustard Chicken,420,quiznos,1260,840.0
9,Italian Prime Rib,330,quiznos,1020,675.0
10,Mesquite Chicken,410,quiznos,1180,795.0
11,Peppercorn Steak,420,quiznos,1290,855.0
12,Prime Rib Horseradish XL,430,quiznos,1310,870.0
13,Southern BBQ Pulled Pork,370,quiznos,1120,745.0
14,Southwest Chicken,430,quiznos,1310,870.0
15,Spicy Chipotle Pork,410,quiznos,1270,840.0
16,Spicy Monterey,320,quiznos,950,635.0
17,The Traditional,370,quiznos,1120,745.0
18,Tuna Melt,330,quiznos,990,660.0
19,Turkey Bacon Guacamole,440,quiznos,1340,890.0
20,Turkey Ranch & Swiss,350,quiznos,1060,705.0
21,Ultimate Turkey Club,400,quiznos,1200,800.0
22,Unreal Corned Beef,380,quiznos,1240,810.0
23,Veggie Guacamole,410,quiznos,1240,825.0
24,Biscuit,400,quiznos,540,470.0
25,Breakfast Flatbread,300,quiznos,450,375.0
26,Breakfast Sub,360,quiznos,500,430.0
27,Ham & Swiss Ciabatta,490,quiznos,490,490.0
28,Little Italy Ciabatta,560,quiznos,560,560.0
29,Southwest Club Ciabatta,510,quiznos,510,510.0
30,Apple Harvest Chicken Salad,340,quiznos,540,440.0
31,Chef Salad,360,quiznos,510,435.0
32,Honey Mustard Chicken Salad,420,quiznos,550,485.0
33,Baked Lay's Barbecue Chips,140,quiznos,140,140.0
34,Baked Lays,120,quiznos,120,120.0
35,Cheetos,310,quiznos,310,310.0
36,Chocolate Brownie,310,quiznos,310,310.0
37,Chocolate Chunk Cookie,390,quiznos,390,390.0
38,Cinnamon Sugar Cookie,400,quiznos,400,400.0
39,Garden Salsa Sun Chips,210,quiznos,210,210.0
40,Harvest Cheddar Sun Chips,210,quiznos,210,210.0
41,Kettle Cooked BBQ Chips,180,quiznos,180,180.0
42,Lay's Barbecue Chips,230,quiznos,230,230.0
43,Lay's Classic Chips,240,quiznos,240,240.0
44,Miss Vickie's Jalapeno Chips,210,quiznos,210,210.0
45,Miss Vickie's Salt & Vinegar Chips,210,quiznos,210,210.0
46,Nacho Cheese Doritos,240,quiznos,240,240.0
47,Oatmeal Raisin Cookie,360,quiznos,360,360.0
48,Ruffles Sour Cream and Cheddar,240,quiznos,240,240.0
49,Broccoli Cheese Soup,145,quiznos,770,457.5
50,Chicken Noodle Soup,95,quiznos,720,407.5
51,Chili,185,quiznos,810,497.5
52,Tomato Bisque Soup,130,quiznos,690,410.0
0,Admiral's Feast,1420,red-lobster,1420,1420.0
1,Bar Harbor Lobster Bake,1150,red-lobster,1680,1415.0
2,Cajun Chicken Linguini Alfredo,710,red-lobster,1390,1050.0
3,Center-Cut New York Strip Steak,730,red-lobster,730,730.0
4,Crab Linguini Alfredo,650,red-lobster,1260,955.0
5,Crispy Lobster and Waffles,1080,red-lobster,1080,1080.0
6,Fish and Chips,900,red-lobster,900,900.0
7,Garlic-Grilled Shrimp,350,red-lobster,350,350.0
8,Live Maine Lobster,440,red-lobster,530,485.0
9,Lobster and Chips,1400,red-lobster,1400,1400.0
10,Maple-Glazed Chicken,470,red-lobster,470,470.0
11,NY Strip and Rock Lobster Tail,1140,red-lobster,1140,1140.0
12,Parmesan-Crusted Fresh Tilapia,550,red-lobster,550,550.0
13,Parrot Isle Jumbo Coconut Shrimp,960,red-lobster,960,960.0
14,Roasted Maine Lobster Bake,1220,red-lobster,1220,1220.0
15,Rock Lobster Tail,710,red-lobster,710,710.0
16,Salmon New Orleans,680,red-lobster,1000,840.0
17,Seaside Shrimp Trio,1300,red-lobster,1300,1300.0
18,Shrimp Linguini Alfredo,690,red-lobster,1340,1015.0
19,Snow Crab Legs,440,red-lobster,440,440.0
20,Walt's Favorite Shrimp,620,red-lobster,620,620.0
21,"Wood-Grilled Lobster, Shrimp and Salmon",840,red-lobster,840,840.0
22,Wood-Grilled Peppercorn Sirloin Steak,650,red-lobster,650,650.0
23,Wood-Grilled Peppercorn Sirloin Steak & Shrimp,540,red-lobster,540,540.0
24,Wood-Grilled Tacos,580,red-lobster,700,640.0
25,Cheddar Bay Biscuit,160,red-lobster,160,160.0
26,Crispy Calamari and Vegetables,1770,red-lobster,1770,1770.0
27,Crispy Shrimp Lettuce Wraps,620,red-lobster,620,620.0
28,Langostino Lobster Artichoke-and Seafood Dip,1050,red-lobster,1050,1050.0
29,Lobster and Langostino Pizza,690,red-lobster,690,690.0
30,Mozzarella Cheesesticks,810,red-lobster,810,810.0
31,Seafood-Stuffed Mushrooms,440,red-lobster,440,440.0
32,Shrimp Cocktail,130,red-lobster,130,130.0
33,Sweet Chili Shrimp,1100,red-lobster,1100,1100.0
34,White Wine and Roasted-Garlic Mussels,930,red-lobster,930,930.0
35,Lighthouse Garlic-Grilled Shrimp,390,red-lobster,390,390.0
36,Lighthouse Maple-Glazed Chicken,500,red-lobster,500,500.0
37,Lighthouse Rock Lobster Tail,450,red-lobster,450,450.0
38,Lighthouse Snow Crab Legs,480,red-lobster,480,480.0
39,Lighthouse Wood-Grilled Peppercorn Sirloin and Shrimp,530,red-lobster,530,530.0
40,Alotta Colada,580,red-lobster,580,580.0
41,Bahama Mama,370,red-lobster,370,370.0
42,Berry Mango Daiquiri,320,red-lobster,320,320.0
43,Bloody Mary,110,red-lobster,110,110.0
44,Chocolate Martini,340,red-lobster,340,340.0
45,Classic Margarita,120,red-lobster,180,150.0
46,Cosmopolitan,170,red-lobster,170,170.0
47,Grand PatrÃ³n Margarita,200,red-lobster,200,200.0
48,Lobsterita,410,red-lobster,500,455.0
49,Long Island Iced Tea,180,red-lobster,180,180.0
50,Malibu Hurricane,170,red-lobster,170,170.0
51,Mango Mai Tai,200,red-lobster,200,200.0
52,Manhattan,160,red-lobster,160,160.0
53,Martini,160,red-lobster,160,160.0
54,Mojito,200,red-lobster,200,200.0
55,Mudslide,540,red-lobster,540,540.0
56,Old Fashioned,170,red-lobster,170,170.0
57,Strawberry Daiquiri,290,red-lobster,290,290.0
58,Strawberry Margarita,170,red-lobster,280,225.0
59,Strawberry Mojito,290,red-lobster,290,290.0
60,Sunset Passion Colada,340,red-lobster,340,340.0
61,Top Shelf Margarita,160,red-lobster,220,190.0
62,Triple Berry Sangria,280,red-lobster,280,280.0
63,Chocolate Wave,1130,red-lobster,1130,1130.0
64,Key Lime Pie,400,red-lobster,400,400.0
65,Strawberry Cheesecake,590,red-lobster,590,590.0
66,Vanilla Bean Cheesecake,730,red-lobster,730,730.0
67,Warm Apple Crostada,610,red-lobster,610,610.0
68,Warm Chocolate Chip Lava Cookie,960,red-lobster,960,960.0
69,Asparagus,90,red-lobster,90,90.0
70,Baked Potato,210,red-lobster,210,210.0
71,Broccoli,40,red-lobster,40,40.0
72,Caesar Side Salad,290,red-lobster,290,290.0
73,Coleslaw,260,red-lobster,260,260.0
74,Creamy Langostino Lobster Baked Potato,350,red-lobster,350,350.0
75,Creamy Langostino Lobster Mashed Potatoes,330,red-lobster,330,330.0
76,French Fries,290,red-lobster,290,290.0
77,Garden Side Salad,70,red-lobster,70,70.0
78,Mashed Potatoes,190,red-lobster,190,190.0
79,Tomato-Mozzarella Caprese Salad,120,red-lobster,120,120.0
80,Whipped Sweet Potatoes with Honey-Glazed Pecans,320,red-lobster,320,320.0
81,Wild Rice Pilaf,140,red-lobster,140,140.0
82,Blue Cheese Dressing,230,red-lobster,230,230.0
83,Caesar Dressing,300,red-lobster,300,300.0
84,Caesar Salad,520,red-lobster,830,675.0
85,Champagne Vinaigrette,70,red-lobster,70,70.0
86,Creamy Potato Bacon Soup,320,red-lobster,630,475.0
87,Honey Mustard Dressing,200,red-lobster,200,200.0
88,Lobster Bisque,300,red-lobster,610,455.0
89,New England Clam Chowder,250,red-lobster,500,375.0
